paper_id,title,year,venue,survey_role,survey_topics,survey_reason,advisor_role,advisor_topics,advisor_reason,reading_status,evidence_source,needs_pdf_check
ICLR2024-2253,Can we get the best of both Binary Neural Networks and Spiking Neural Networks for Efficient Computer Vision?,2024,ICLR,background,architecture;efficiency_hardware;robustness_open_challenges,"The BANN/SNN comparison is useful for questioning whether spike sparsity and multiple timesteps truly improve efficient vision, but it is not event-camera-specific.",watch,hardware;scalability_efficiency;snn_hybrid,"Its accuracy-compute comparison may inform efficient architecture evaluation, not the core SECNet method design.",retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-1807,Certified Adversarial Robustness for Rate Encoded Spiking Neural Networks,2024,ICLR,background,robustness_open_challenges;event_to_spike,"Certified robustness for rate-coded SNNs supplies robustness and encoding theory, but only for static images rather than event-camera streams.",exclude,,Rate-encoded static-image certification is outside the current SECNet/TPAMI direction.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0249,EventRPG: Event Data Augmentation with Relevance Propagation Guidance,2024,ICLR,anchor,event_to_spike;learning;classification_recognition,"EventRPG directly develops SNN-specific relevance propagation and augmentation for event-camera recognition, making it evidence for training event-stream SNNs rather than benchmark-only SNN work.",discussion,snn_hybrid;task_generalization,"Its event-specific augmentation and saliency machinery can inform generalization studies around SECNet, though it is not in the Event Cloud architecture chain.",survey_core,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0651,Hebbian Learning based Orthogonal Projection for Continual Learning of Spiking Neural Networks,2024,ICLR,background,learning,The paper supplies a generic SNN continual-learning mechanism but has no event-camera component; it is optional training background for future continual event-stream settings.,exclude,,"Continual learning is not connected in the abstract to SECNet's representation, scaling, or target tasks.",retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0718,Learning Delays in Spiking Neural Networks using Dilated Convolutions with Learnable Spacings,2024,ICLR,background,temporal_modeling;learning,"Learnable synaptic delays provide useful SNN temporal-modeling background, although the experiments concern speech rather than event-camera streams.",watch,snn_hybrid,Learned delay mechanisms are a possible temporal extension but have no direct Event Cloud or SECNet evidence.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0476,LMUFormer: Low Complexity Yet Powerful Spiking Model With Legendre Memory Units,2024,ICLR,background,temporal_modeling;architecture;efficiency_hardware,"LMUFormer is useful background on long-memory, streaming spiking sequence models, but it does not process event-camera data.",discussion,ssm_mamba_memory;scalability_efficiency;snn_hybrid,Its compact recurrent memory offers a concrete comparator for EventMamba/SECNet temporal scaling discussions.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-2088,Online Stabilization of Spiking Neural Networks,2024,ICLR,background,learning;temporal_modeling,"Online SNN normalization and firing-rate stabilization support the survey's training discussion, without constituting event-stream integration.",watch,snn_hybrid;scalability_efficiency,Online training may matter for streaming extensions but is not part of SECNet's current method chain.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0723,Sparse Spiking Neural Network: Exploiting Heterogeneity in Timescales for Pruning Recurrent SNN,2024,ICLR,background,architecture;efficiency_hardware;temporal_modeling,"Task-agnostic recurrent-SNN pruning supplies sparsity and temporal-dynamics background, but no event-camera evidence.",watch,scalability_efficiency;snn_hybrid,Sparse recurrent design is adjacent efficiency inspiration rather than a direct SECNet extension.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-1522,Spatio-Temporal Approximation: A Training-Free SNN Conversion for Transformers,2024,ICLR,background,architecture;learning;efficiency_hardware,"Training-free Transformer-to-SNN conversion is relevant to the conversion branch of an SNN survey, but it uses pretrained static-vision Transformers rather than event streams.",watch,snn_hybrid;hardware,It can frame a possible converted-SNN baseline but has no direct Event Cloud relation.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-2070,Spike-driven Transformer V2: Meta Spiking Neural Network Architecture Inspiring the Design of Next-generation Neuromorphic Chips,2024,ICLR,background,architecture;efficiency_hardware;detection;pose_depth_segmentation,"Meta-SpikeFormer is a major general-purpose directly trained SNN backbone and hardware-design reference, but the abstract provides no event-camera integration.",discussion,snn_hybrid;hardware;task_generalization;scalability_efficiency,Its multi-task spiking backbone is a concrete efficiency and task-generalization comparator for a future SECNet extension.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-1097,SpikePoint: An Efficient Point-based Spiking Neural Network for Event Cameras Action Recognition,2024,ICLR,anchor,event_to_spike;representation_slicing;architecture;classification_recognition;efficiency_hardware,"SpikePoint directly processes sparse Event Clouds with an end-to-end point-based SNN and supplies central evidence on representation, architecture, recognition, and estimated efficiency.",method_chain,event_cloud_point;grouping_sampling;snn_hybrid;scalability_efficiency;task_generalization,SpikePoint is a direct Event Cloud plus SNN predecessor in the advisor group's architectural chain leading toward SECNet.,survey_core;advisor_required,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-0272,TAB: Temporal Accumulated Batch Normalization in Spiking Neural Networks,2024,ICLR,background,learning;temporal_modeling,"TAB addresses temporal covariate shift in SNN training and includes DVS-CIFAR10 only as a benchmark, so it is SNN-side background rather than an intersection paper.",watch,snn_hybrid,"Temporal normalization may inform an SNN branch, but it is not directly tied to Event Cloud processing.",retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-2175,Threaten Spiking Neural Networks through Combining Rate and Temporal Information,2024,ICLR,background,robustness_open_challenges;temporal_modeling,"HART reveals rate-versus-timing vulnerabilities across SNN data types and supports a focused robustness discussion, but it does not develop event-camera processing.",exclude,,Adversarial attack design is outside the current SECNet extension path.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICLR2024-1982,Towards Energy Efficient Spiking Neural Networks: An Unstructured Pruning Framework,2024,ICLR,background,efficiency_hardware;architecture,"SNN neuron and weight pruning provides useful efficiency evidence and cautions about dense-model redundancy, without event-camera integration.",watch,scalability_efficiency;hardware;snn_hybrid,Its sparsification evidence is adjacent to lightweight deployment but not specific to SECNet.,retained_reference,official abstract; 01-papers-by-conference/ICLR2024/abc-reviewed.csv,no
ICML2024-2133,Autaptic Synaptic Circuit Enhances Spatio-temporal Predictive Learning of Spiking Neural Networks,2024,ICML,background,temporal_modeling;architecture,"The autaptic STC neuron targets long-term spatiotemporal prediction and gradient flow in SNNs, serving as temporal-dynamics background only.",discussion,ssm_mamba_memory;snn_hybrid,Learnable long-memory neuron pathways offer a concrete alternative to SSM-style temporal modeling for discussion.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-0803,CLIF: Complementary Leaky Integrate-and-Fire Neuron for Spiking Neural Networks,2024,ICML,background,learning;temporal_modeling;architecture,"CLIF directly addresses temporal-gradient vanishing in SNN neurons and is important training/dynamics background, but the abstract does not establish event-camera integration.",method_chain,snn_hybrid;task_generalization,CLIF is part of the advisor method chain and supplies a neuron-level mechanism relevant to possible SNN extensions of SECNet.,survey_core,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-1239,Enhancing Adversarial Robustness in SNNs with Sparse Gradients,2024,ICML,background,robustness_open_challenges;learning,"Gradient-sparsity regularization supplies SNN robustness evidence and includes event-based datasets, but the method is generic rather than designed for event-camera processing.",exclude,,The adversarial-robustness objective is outside the present SECNet method direction.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-2069,EvGGS: A Collaborative Learning Framework for Event-based Generalizable Gaussian Splatting,2024,ICML,background,reconstruction_restoration;pose_depth_segmentation;datasets_benchmarks,EvGGS is an event-only 3D reconstruction and dataset paper; it can illustrate downstream event-camera capability but does not use SNNs.,watch,task_generalization;datasets,"Its raw-event feedforward pipeline and dataset may support broader task evaluation, but the Gaussian-splatting method is distant from SECNet.",retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-0917,EvTexture: Event-driven Texture Enhancement for Video Super-Resolution,2024,ICML,background,reconstruction_restoration,"EvTexture demonstrates event-guided texture restoration as event-camera-side task background, without SNN or direct survey-intersection contribution.",exclude,,Video super-resolution texture restoration is not a plausible SECNet extension target from the current evidence.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-0786,High-Performance Temporal Reversible Spiking Neural Networks with $\mathcalO(L)$ Training Memory and $\mathcalO(1)$ Inference Cost,2024,ICML,background,architecture;temporal_modeling;efficiency_hardware,"T-RevSNN addresses SNN training memory and inference cost through temporal reversibility, providing efficiency background without event streams.",discussion,scalability_efficiency;snn_hybrid;hardware,Its explicit training-memory and inference-cost design gives a useful scalable-SNN comparator for future hybrid exploration.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-2373,Learning Scale-Aware Spatio-temporal Implicit Representation for Event-based Motion Deblurring,2024,ICML,background,reconstruction_restoration;temporal_modeling,"SASNet is event-camera-side deblurring with continuous spatial-temporal scale modeling, useful as a task example but not an SNN contribution.",exclude,,Scale-aware image deblurring is too specialized and architecturally distant from SECNet.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-0876,NDOT: Neuronal Dynamics-based Online Training for Spiking Neural Networks,2024,ICML,background,learning;temporal_modeling;efficiency_hardware,NDOT supplies an online alternative to BPTT for SNN temporal credit assignment; CIFAR10-DVS is benchmark evidence rather than event-specific method design.,watch,snn_hybrid;scalability_efficiency,Memory-efficient online training is adjacent to a future SNN branch but not in the direct Event Cloud chain.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-0438,Robust Stable Spiking Neural Networks,2024,ICML,background,robustness_open_challenges;temporal_modeling,"The stability analysis of LIF perturbation dynamics supports SNN robustness foundations, but only image classification is evaluated.",exclude,,Its robustness framework does not connect to SECNet's representation or scalability goals.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-1565,Sign Gradient Descent-based Neuronal Dynamics: ANN-to-SNN Conversion Beyond ReLU Network,2024,ICML,background,learning;architecture;efficiency_hardware,"SignGD neuronal dynamics advances low-timestep ANN-to-SNN conversion beyond ReLU and belongs in conversion background, not event-camera integration.",watch,snn_hybrid;hardware,"The conversion mechanism may define an SNN deployment alternative, while remaining outside the Event Cloud method chain.",retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-2366,SpikeZIP-TF: Conversion is All You Need for Transformer-based SNN,2024,ICML,background,learning;architecture;efficiency_hardware,Exact Transformer-to-SNN conversion supports the survey's conversion taxonomy but has no event-camera component.,watch,snn_hybrid;hardware,It is a possible deployment comparator rather than a direct SECNet architectural relation.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-1168,Towards efficient deep spiking neural networks construction with spiking activity based pruning,2024,ICML,background,architecture;efficiency_hardware,"Activity-based structured SNN pruning contributes general efficiency background, without event-camera processing or distinctive temporal-stream evidence.",watch,scalability_efficiency;hardware;snn_hybrid,Structured sparsification may inform lightweight SNN variants but is not a direct method-chain paper.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
ICML2024-2598,Towards Efficient Spiking Transformer: a Token Sparsification Framework for Training and Inference Acceleration,2024,ICML,background,architecture;efficiency_hardware;temporal_modeling,"STATA addresses timestep-aware token sparsification in Spiking Transformers and supplies efficiency evidence, but not event-camera integration.",discussion,scalability_efficiency;snn_hybrid;hardware,Token sparsification and temporal alignment are concrete scaling mechanisms worth comparing with SECNet's Event Cloud sampling.,retained_reference,official abstract; 01-papers-by-conference/ICML2024/abc-reviewed.csv,no
NeurIPS2024-4283,A Benchmark Dataset for Event-Guided Human Pose Estimation and Tracking in Extreme Conditions,2024,NeurIPS,background,pose_depth_segmentation;tracking;datasets_benchmarks,"EHPT-XC is a formal event-camera benchmark for pose and tracking in extreme conditions, useful for task and dataset coverage but non-spiking.",discussion,datasets;task_generalization,The hybrid extreme-condition benchmark offers a credible extension/evaluation setting for future SECNet work.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-0287,A generalized neural tangent kernel for surrogate gradient learning,2024,NeurIPS,background,learning,"The surrogate-gradient NTK gives rigorous theoretical background for SNN training, while being unrelated to event-camera data.",exclude,,Kernel theory for surrogate gradients does not materially support the current SECNet TPAMI direction.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-0845,Advancing Spiking Neural Networks for Sequential Modeling with Central Pattern Generators,2024,NeurIPS,background,temporal_modeling;event_to_spike,CPG-based spike positional encoding supports general SNN sequential modeling but is not evaluated on event-camera streams.,watch,ssm_mamba_memory;snn_hybrid,Hardware-friendly positional encoding is adjacent long-sequence inspiration rather than a direct SECNet relation.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-3676,Advancing Training Efficiency of Deep Spiking Neural Networks through Rate-based Backpropagation,2024,NeurIPS,background,learning;efficiency_hardware;event_to_spike,Rate-based backpropagation is useful for scalable SNN training; CIFAR10-DVS is only one benchmark and the method is not event-specific.,discussion,scalability_efficiency;snn_hybrid,Its training-complexity reduction is a concrete scalable-SNN comparator for future hybrid work.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-1436,Continuous Spatiotemporal Events Decoupling through Spike-based Bayesian Computation,2024,NeurIPS,anchor,event_to_spike;temporal_modeling;pose_depth_segmentation;learning,"This work directly implements event-stream motion segmentation through SNN Bayesian computation and STDP, providing a distinctive fully spiking intersection mechanism.",discussion,event_cloud_point;snn_hybrid;task_generalization,Its continuous event-stream inference offers a mechanistically different SNN comparator for extending Event Cloud tasks.,survey_core,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-3349,E-Motion: Future Motion Simulation via Event Sequence Diffusion,2024,NeurIPS,background,temporal_modeling;classification_recognition,E-Motion is a non-spiking event-sequence forecasting task that broadens event-side temporal modeling but is peripheral to the strict intersection.,watch,task_generalization;ssm_mamba_memory,Future-motion prediction is possible task inspiration but architecturally distant from SECNet.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-3830,EGSST: Event-based Graph Spatiotemporal Sensitive Transformer for Object Detection,2024,NeurIPS,background,representation_slicing;temporal_modeling;detection;efficiency_hardware,"EGSST preserves asynchronous events as graphs for efficient detection and is useful event-side representation background, but it is non-spiking.",discussion,event_cloud_point;scalability_efficiency;task_generalization,Graph construction and adaptive temporal activation are concrete comparators for Event Cloud processing.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-1637,EnOF-SNN: Training Accurate Spiking Neural Networks via Enhancing the Output Feature,2024,NeurIPS,background,learning;architecture,ANN-guided output-feature learning is generic SNN training and uses neuromorphic datasets only for evaluation.,watch,snn_hybrid,Its hybrid representation offers limited inspiration for an SNN branch.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-4068,Event-3DGS: Event-based 3D Reconstruction Using 3D Gaussian Splatting,2024,NeurIPS,background,reconstruction_restoration;robustness_open_challenges,Event-3DGS supplies event-only 3D reconstruction and noise-handling evidence but does not involve SNNs.,exclude,,Gaussian-splatting reconstruction is outside the current SECNet method path.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-3824,EyeGraph: Modularity-aware Spatio Temporal Graph Clustering for Continuous Event-based Eye Tracking,2024,NeurIPS,background,tracking;datasets_benchmarks;representation_slicing,"EyeGraph provides event-camera tracking, dataset, and dynamic-graph representation evidence on the event side, without SNNs.",watch,event_cloud_point;datasets;task_generalization,Dynamic event graphs and an in-the-wild dataset are adjacent representation/evaluation ideas.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2916,FEEL-SNN: Robust Spiking Neural Networks with Frequency Encoding and Evolutionary Leak Factor,2024,NeurIPS,background,robustness_open_challenges;event_to_spike;temporal_modeling,"FEEL-SNN develops frequency encoding and adaptive leak for generic SNN robustness, not event-camera processing.",discussion,frequency;snn_hybrid,Frequency encoding directly overlaps a mechanism axis relevant to SECNet's frequency-aware modules.,advisor_helpful,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2249,LaSe-E2V: Towards Language-guided Semantic-aware Event-to-Video Reconstruction,2024,NeurIPS,background,reconstruction_restoration,"LaSe-E2V is event-camera reconstruction background showing semantic priors, with no SNN contribution.",exclude,,Language-guided video reconstruction is outside SECNet's likely extension scope.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-3232,LM-HT SNN: Enhancing the Performance of SNN to ANN Counterpart through Learnable Multi-hierarchical Threshold Model,2024,NeurIPS,background,architecture;learning;efficiency_hardware,LM-HT contributes multi-threshold SNN and conversion theory but no event-stream-specific design.,watch,snn_hybrid;hardware,Reparameterizable threshold models may inform deployment but not the Event Cloud architecture.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-3371,Neuronal Competition Groups with Supervised STDP for Spike-Based Classification,2024,NeurIPS,background,learning;classification_recognition,"Supervised STDP competition provides local-learning background for SNN classification, without event-camera evidence.",exclude,,The shallow classification mechanism is not materially related to SECNet.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2307,PPLNs: Parametric Piecewise Linear Networks for Event-Based Temporal Modeling and Beyond,2024,NeurIPS,included,temporal_modeling;architecture;classification_recognition;pose_depth_segmentation;reconstruction_restoration,"PPLNs are explicitly designed for event-camera temporal inference using membrane-potential-inspired functions, but the abstract does not establish that the network is an SNN.",discussion,event_cloud_point;task_generalization;ssm_mamba_memory,Its continuous parametric temporal representation is a useful non-SNN comparator across several event tasks.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,yes
NeurIPS2024-0416,QKFormer: Hierarchical Spiking Transformer using Q-K Attention,2024,NeurIPS,background,architecture;efficiency_hardware,QKFormer is a major directly trained Spiking Transformer backbone but has no event-camera integration in the abstract.,discussion,snn_hybrid;scalability_efficiency;hardware,Its scalable binary attention is a strong SNN architecture comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2942,Rethinking the Membrane Dynamics and Optimization Objectives of Spiking Neural Networks,2024,NeurIPS,background,temporal_modeling;learning;event_to_spike,Learnable initial membrane potential and temporal objectives are useful SNN dynamics background; DVS datasets are benchmark-only.,watch,snn_hybrid,Neuron dynamics may support an SNN extension but have no direct Event Cloud connection.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2835,Revisiting motion information for RGB-Event tracking with MOT philosophy,2024,NeurIPS,background,tracking;temporal_modeling,"This RGB-event tracker shows how event motion cues solve temporal association, serving as non-spiking task background.",watch,task_generalization,"Motion-aware tracking is a possible downstream extension, not a core method relation.",retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2151,SpikedAttention: Training-Free and Fully Spike-Driven Transformer-to-SNN Conversion with Winner-Oriented Spike Shift for Softmax Operation,2024,NeurIPS,background,architecture;learning;efficiency_hardware,SpikedAttention is important Transformer-to-SNN conversion and energy background but does not use event cameras.,watch,snn_hybrid;hardware,It can serve as an SNN conversion/deployment comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-2388,Spiking Neural Network as Adaptive Event Stream Slicer,2024,NeurIPS,anchor,representation_slicing;event_to_spike;tracking;classification_recognition;efficiency_hardware,"SpikeSlicer directly uses an SNN to adaptively slice event streams with downstream ANN feedback, making the SNN-event interface itself the contribution.",method_chain,grouping_sampling;snn_hybrid;scalability_efficiency;task_generalization,Adaptive event grouping and SNN-ANN cooperation directly align with SECNet's scalable Event Cloud processing questions.,survey_core,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-4091,Spiking Token Mixer: An event-driven friendly Former structure for spiking neural networks,2024,NeurIPS,background,architecture;efficiency_hardware,"STMixer is a hardware-compatible generic SNN architecture, not an event-camera method despite its event-driven terminology.",discussion,hardware;scalability_efficiency;snn_hybrid,Asynchronous-chip-compatible operators offer a concrete deployment comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-0322,Spiking Transformer with Experts Mixture,2024,NeurIPS,background,architecture;efficiency_hardware,Spiking MoE supplies sparse conditional-computation background but only generic neuromorphic/static benchmarks.,watch,scalability_efficiency;snn_hybrid,Conditional computation is adjacent scaling inspiration.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-0783,Take A Shortcut Back: Mitigating the Gradient Vanishing for Training Spiking Neural Networks,2024,NeurIPS,background,learning,Shortcut backpropagation addresses generic SNN gradient vanishing; dynamic datasets do not make it event-specific.,watch,snn_hybrid,Training stabilization may matter to an SNN branch but is not method-chain work.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
NeurIPS2024-0423,Zero-Shot Event-Intensity Asymmetric Stereo via Visual Prompting from Image Domain,2024,NeurIPS,background,pose_depth_segmentation;event_to_spike,Zero-shot event-image stereo is non-spiking event-camera depth background with useful cross-modal transfer evidence.,watch,task_generalization,Cross-domain prompting may inspire transfer evaluation but is not central to SECNet.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2024/abc-reviewed.csv,no
